City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
83,Cape Town,ZA,2020-02-24 01:38:25,-33.93,18.42,64.0,59,0,18.34,clear sky,0.0,0.0
84,Laguna,US,2020-02-24 01:41:42,38.42,-121.42,64.99,55,1,5.82,clear sky,0.0,0.0
85,Sovetskiy,RU,2020-02-24 01:41:25,61.36,63.58,22.41,88,0,13.96,clear sky,0.0,0.0
86,Saldanha,ZA,2020-02-24 01:41:43,-33.01,17.94,64.4,55,0,5.82,clear sky,0.0,0.0
87,Araguacu,BR,2020-02-24 01:41:43,-12.93,-49.83,74.55,89,86,2.17,overcast clouds,0.0,0.0
88,Devrek,TR,2020-02-24 01:41:43,41.22,31.96,32.56,79,0,6.4,clear sky,0.0,0.0
89,Santa Isabel Do Rio Negro,BR,2020-02-24 01:41:43,-0.41,-65.02,77.18,87,64,2.04,broken clouds,0.0,0.0
90,Husavik,IS,2020-02-24 01:41:44,66.04,-17.34,26.02,92,100,6.04,light snow,0.0,0.03464566929133858
91,Port Hawkesbury,CA,2020-02-24 01:41:44,45.62,-61.35,35.6,64,1,10.29,clear sky,0.0,0.0
92,Castro,BR,2020-02-24 01:41:44,-24.79,-50.01,57.61,94,100,8.41,overcast clouds,0.0,0.0
93,Urucara,BR,2020-02-24 01:39:21,-2.54,-57.76,75.29,96,94,1.54,overcast clouds,0.0,0.0
94,Mocuba,MZ,2020-02-24 01:41:45,-16.84,36.99,73.27,98,100,2.93,overcast clouds,0.0,0.0
95,Mwandiga,TZ,2020-02-24 01:41:45,-4.83,29.66,75.2,94,40,4.76,scattered clouds,0.0,0.0
96,Krasnoarmeyskiy,RU,2020-02-24 01:41:45,47.01,42.21,39.0,87,100,16.51,light rain,0.012204724409448819,0.0
97,Torbay,CA,2020-02-24 01:41:45,47.67,-52.73,30.0,79,5,13.87,clear sky,0.0,0.0
98,Pangoa,PE,2020-02-24 01:41:46,-12.12,-73.0,66.92,99,6,1.32,clear sky,0.0,0.0
99,Edd,ER,2020-02-24 01:41:46,13.93,41.69,75.72,54,32,2.86,scattered clouds,0.0,0.0
100,Namibe,AO,2020-02-24 01:41:46,-15.2,12.15,73.06,77,83,5.59,broken clouds,0.0,0.0
101,Zaraza,VE,2020-02-24 01:41:46,9.35,-65.32,75.18,82,1,10.56,clear sky,0.0,0.0
102,Saint George,US,2020-02-24 01:39:28,37.1,-113.58,57.2,47,1,9.17,clear sky,0.0,0.0
103,Palmeiras De Goias,BR,2020-02-24 01:41:47,-16.8,-49.93,70.86,93,99,4.59,overcast clouds,0.0,0.0
104,Stratford-Upon-Avon,GB,2020-02-24 01:41:47,52.19,-1.71,45.0,75,100,4.7,light rain,0.03464566929133858,0.0
105,Akureyri,IS,2020-02-24 01:41:47,65.68,-18.09,20.46,87,100,8.66,light snow,0.0,0.005118110236220473
106,Luderitz,NA,2020-02-24 01:41:47,-26.65,15.16,73.24,49,0,7.23,clear sky,0.0,0.0
107,Sao Joao Da Barra,BR,2020-02-24 01:41:48,-21.64,-41.05,74.35,74,100,5.86,overcast clouds,0.0,0.0
108,Santiago,CL,2020-02-24 01:39:38,-33.46,-70.65,66.2,59,0,11.41,clear sky,0.0,0.0
109,Harper,LR,2020-02-24 01:41:48,4.38,-7.72,78.3,94,100,3.51,overcast clouds,0.0,0.0
110,Miragoane,HT,2020-02-24 01:41:48,18.44,-73.09,78.44,71,0,4.07,light rain,0.03188976377952756,0.0
111,Huambo,AO,2020-02-24 01:41:49,-12.78,15.74,59.95,97,95,3.91,overcast clouds,0.0,0.0
112,Moose Factory,CA,2020-02-24 01:41:49,51.26,-80.61,17.6,72,90,11.41,overcast clouds,0.0,0.0
113,Topchikha,RU,2020-02-24 01:41:49,52.82,83.12,19.4,92,40,4.47,scattered clouds,0.0,0.0
114,Krasnyy Luch,UA,2020-02-24 01:41:49,48.14,38.94,35.92,97,100,16.96,light rain,0.05905511811023623,0.0
115,Paamiut,GL,2020-02-24 01:41:49,61.99,-49.67,14.38,89,99,12.8,light snow,0.0,0.00984251968503937
116,Havre-Saint-Pierre,CA,2020-02-24 01:41:50,50.23,-63.6,26.6,100,90,4.29,fog,0.0,0.0
117,Port Elizabeth,ZA,2020-02-24 01:41:50,-33.92,25.57,53.6,87,22,2.24,few clouds,0.0,0.0
118,Tocopilla,CL,2020-02-24 01:41:50,-22.09,-70.2,60.89,56,29,3.62,scattered clouds,0.0,0.0
119,Port Blair,IN,2020-02-24 01:41:51,11.67,92.75,81.72,74,38,13.73,scattered clouds,0.0,0.0
120,Trinidad,BO,2020-02-24 01:41:51,-14.83,-64.9,66.96,71,35,1.9,scattered clouds,0.0,0.0
121,Cayenne,GF,2020-02-24 01:40:06,4.93,-52.33,80.6,78,75,8.05,broken clouds,0.0,0.0
122,Do Gonbadan,IR,2020-02-24 01:41:51,30.36,50.8,53.6,76,100,3.53,overcast clouds,0.0,0.0
123,Farah,AF,2020-02-24 01:41:51,32.5,62.5,56.73,58,0,2.98,clear sky,0.0,0.0
124,Kattivakkam,IN,2020-02-24 01:41:52,13.22,80.32,79.0,88,40,2.24,mist,0.0,0.0
125,Chuy,UY,2020-02-24 01:41:52,-33.7,-53.46,63.9,74,52,10.13,broken clouds,0.0,0.0
126,Taipu,BR,2020-02-24 01:41:52,-5.62,-35.6,82.4,83,40,5.82,scattered clouds,0.0,0.0
127,Santa Cruz Do Rio Pardo,BR,2020-02-24 01:41:52,-22.9,-49.63,62.24,90,3,12.06,clear sky,0.0,0.0
128,Cicero Dantas,BR,2020-02-24 01:41:52,-10.6,-38.38,73.27,89,6,7.76,clear sky,0.0,0.0
129,Burgeo,CA,2020-02-24 01:41:53,47.62,-57.62,31.64,86,0,3.83,clear sky,0.0,0.0
130,Boende,CD,2020-02-24 01:41:53,-0.22,20.87,72.64,95,100,3.53,overcast clouds,0.0,0.0
131,Kinango,KE,2020-02-24 01:41:53,-4.14,39.32,76.1,93,52,3.62,broken clouds,0.0,0.0
132,Souillac,MU,2020-02-24 01:41:53,-20.52,57.52,73.99,94,20,3.36,few clouds,0.0,0.0
133,Sheltozero,RU,2020-02-24 01:41:53,61.37,35.37,32.77,91,100,13.24,overcast clouds,0.0,0.0
134,Zaranj,AF,2020-02-24 01:41:54,30.97,61.88,60.15,47,0,10.85,clear sky,0.0,0.0
135,Maceio,BR,2020-02-24 01:40:23,-9.67,-35.74,78.8,88,40,2.24,scattered clouds,0.0,0.0
136,Itaueira,BR,2020-02-24 01:40:44,-7.6,-43.03,74.52,92,88,2.55,overcast clouds,0.0,0.0
137,Hambantota,LK,2020-02-24 01:41:54,6.12,81.12,75.2,100,20,8.05,few clouds,0.0,0.0
138,Georgetown,MY,2020-02-24 01:41:55,5.41,100.34,82.4,78,20,2.24,few clouds,0.0,0.0
139,Goderich,CA,2020-02-24 01:41:55,43.75,-81.72,41.0,74,0,18.99,clear sky,0.0,0.0
140,Itapicuru,BR,2020-02-24 01:41:55,-11.32,-38.23,75.49,88,28,7.18,scattered clouds,0.0,0.0
141,Santiago Del Estero,AR,2020-02-24 01:41:55,-27.8,-64.26,65.82,51,0,6.26,clear sky,0.0,0.0
142,Blind River,CA,2020-02-24 01:41:56,46.18,-82.96,33.8,74,1,12.15,clear sky,0.0,0.0
143,Hatillo,PR,2020-02-24 01:41:56,18.49,-66.83,75.99,84,75,4.94,broken clouds,0.0,0.0
144,Macia,MZ,2020-02-24 01:41:56,-25.03,33.1,66.94,84,81,8.14,light rain,0.012204724409448819,0.0
145,Oum Hadjer,TD,2020-02-24 01:41:57,13.3,19.7,65.95,23,0,15.28,clear sky,0.0,0.0
146,Kralendijk,BQ,2020-02-24 01:40:07,12.15,-68.27,78.8,69,47,8.05,scattered clouds,0.0,0.0
147,Marathon,US,2020-02-24 01:38:34,44.9,-89.77,42.8,55,1,9.17,clear sky,0.0,0.0
148,Derzhavinsk,KZ,2020-02-24 01:41:57,51.1,66.32,6.78,92,0,8.03,clear sky,0.0,0.0
149,Saint-Pierre,RE,2020-02-24 01:40:42,-21.34,55.48,73.99,73,0,5.82,clear sky,0.0,0.0
150,Santa Rosa,PH,2020-02-24 01:41:58,14.31,121.11,86.0,69,40,8.05,scattered clouds,0.0,0.0
151,Kaka,TM,2020-02-24 01:41:58,37.35,59.61,50.11,68,0,7.09,clear sky,0.0,0.0
152,Gat,IL,2020-02-24 01:39:01,31.61,34.76,51.8,87,75,5.82,broken clouds,0.0,0.0
153,Asifabad,IN,2020-02-24 01:41:58,19.37,79.28,75.0,61,0,9.98,clear sky,0.0,0.0
154,Rio Gallegos,AR,2020-02-24 01:41:59,-51.62,-69.22,55.4,50,40,12.75,scattered clouds,0.0,0.0
155,Cumana,VE,2020-02-24 01:41:59,10.46,-64.18,80.6,83,26,13.87,scattered clouds,0.0,0.0
156,Lodja,CD,2020-02-24 01:41:59,-3.48,23.43,70.2,98,100,2.04,overcast clouds,0.0,0.0
157,Benghazi,LY,2020-02-24 01:40:16,32.12,20.07,56.86,64,28,16.73,scattered clouds,0.0,0.0
158,Hamilton,US,2020-02-24 01:42:00,39.18,-84.53,46.4,45,40,6.6,scattered clouds,0.0,0.0
159,Sao Filipe,CV,2020-02-24 01:42:00,14.9,-24.5,67.93,81,25,9.62,scattered clouds,0.0,0.0
160,Itarema,BR,2020-02-24 01:42:00,-2.92,-39.92,75.42,96,4,3.02,clear sky,0.0,0.0
161,San Ramon,US,2020-02-24 01:37:54,37.78,-121.98,63.0,48,1,6.93,clear sky,0.0,0.0
162,Paracuru,BR,2020-02-24 01:42:00,-3.41,-39.03,80.6,88,40,2.24,scattered clouds,0.0,0.0
163,Aksarka,RU,2020-02-24 01:42:01,66.56,67.8,25.88,90,100,23.89,overcast clouds,0.0,0.0
164,Ilulissat,GL,2020-02-24 01:42:01,69.22,-51.1,1.4,70,100,10.29,overcast clouds,0.0,0.0
165,Ormond Beach,US,2020-02-24 01:42:01,29.29,-81.06,64.0,87,1,6.82,clear sky,0.0,0.0
166,Ancud,CL,2020-02-24 01:42:01,-41.87,-73.82,51.8,76,40,8.05,scattered clouds,0.0,0.0
167,Birao,CF,2020-02-24 01:42:02,10.28,22.79,68.11,17,0,10.22,clear sky,0.0,0.0
168,Mazagao,BR,2020-02-24 01:42:02,-0.12,-51.29,82.4,100,40,8.05,scattered clouds,0.0,0.0
169,Coquimbo,CL,2020-02-24 01:42:02,-29.95,-71.34,60.8,82,75,6.93,broken clouds,0.0,0.0
170,Mar Del Plata,AR,2020-02-24 01:39:49,-38.0,-57.56,68.0,82,0,6.93,clear sky,0.0,0.0
171,Bubaque,GW,2020-02-24 01:42:02,11.28,-15.83,79.74,64,88,15.39,overcast clouds,0.0,0.0
172,Praia Da Vitoria,PT,2020-02-24 01:42:03,38.73,-27.07,57.2,87,40,6.11,scattered clouds,0.0,0.0
173,Maun,BW,2020-02-24 01:42:03,-19.98,23.42,69.8,94,75,8.05,broken clouds,0.0,0.0
174,Buncrana,IE,2020-02-24 01:42:03,55.13,-7.45,32.74,99,100,16.58,snow,0.0,0.2240157480314961
175,Krasnofarfornyy,RU,2020-02-24 01:42:03,59.14,31.85,34.54,88,100,8.81,light snow,0.0,0.005118110236220473
176,Amapa,BR,2020-02-24 01:42:04,1.0,-52.0,73.62,99,100,3.71,overcast clouds,0.0,0.0
177,Beira,MZ,2020-02-24 01:40:41,-19.84,34.84,77.0,100,90,10.29,light rain,0.0,0.0
178,Wukari,NG,2020-02-24 01:42:04,7.85,9.78,78.49,14,30,9.13,scattered clouds,0.0,0.0
179,Dudinka,RU,2020-02-24 01:42:04,69.41,86.18,17.6,92,90,31.32,overcast clouds,0.0,0.0
180,Doha,QA,2020-02-24 01:41:18,25.29,51.53,70.0,88,100,5.82,overcast clouds,0.0,0.0
181,Toro,CO,2020-02-24 01:42:05,4.61,-76.08,73.4,94,75,1.39,shower rain,0.0,0.0
182,Vardo,NO,2020-02-24 01:42:05,70.37,31.11,33.85,85,100,13.98,light snow,0.0,0.00984251968503937
183,Ginda,IN,2020-02-24 01:42:05,30.69,78.49,48.27,56,2,3.6,clear sky,0.0,0.0
184,Balkhash,KZ,2020-02-24 01:42:05,46.84,74.98,7.47,88,0,12.55,clear sky,0.0,0.0
185,Qunduz,AF,2020-02-24 01:42:05,36.73,68.86,52.34,63,100,4.56,overcast clouds,0.0,0.0
186,Caravelas,BR,2020-02-24 01:42:06,-17.71,-39.25,79.81,85,63,13.58,light rain,0.07637795275590552,0.0
187,Olafsvik,IS,2020-02-24 01:42:06,64.89,-23.71,33.35,94,100,10.22,snow,0.0,0.08858267716535434
188,Umm Kaddadah,SD,2020-02-24 01:39:15,13.6,26.69,62.47,25,0,13.94,clear sky,0.0,0.0
189,Puerto Ayacucho,VE,2020-02-24 01:42:07,5.66,-67.62,89.6,46,100,4.7,overcast clouds,0.0,0.0
190,Zandvoort,NL,2020-02-24 01:42:07,52.37,4.53,44.6,86,20,9.17,few clouds,0.0,0.0
191,Hofn,IS,2020-02-24 01:42:07,64.25,-15.21,40.01,75,100,31.09,light snow,0.0,0.014960629921259844
192,Kalmunai,LK,2020-02-24 01:42:07,7.42,81.82,80.47,80,100,15.75,light rain,0.005118110236220473,0.0
193,Terekli-Mekteb,RU,2020-02-24 01:42:07,44.17,45.87,37.49,81,26,5.28,scattered clouds,0.0,0.0
194,Sao Felix Do Xingu,BR,2020-02-24 01:42:08,-6.64,-51.99,72.37,97,100,2.06,overcast clouds,0.0,0.0
195,Saint-Augustin,CA,2020-02-24 01:42:08,51.23,-58.65,11.97,80,37,6.24,scattered clouds,0.0,0.0
196,Mandaguacu,BR,2020-02-24 01:42:08,-23.35,-52.1,75.2,69,1,11.41,clear sky,0.0,0.0
197,Synya,RU,2020-02-24 01:42:08,65.37,58.04,27.16,88,100,17.09,light snow,0.0,0.012204724409448819
198,Raudeberg,NO,2020-02-24 01:42:08,61.99,5.14,35.6,69,100,6.93,light snow,0.0,0.012204724409448819
199,Leeds,GB,2020-02-24 01:38:58,53.8,-1.55,39.99,86,100,3.36,light snow,0.0,0.03188976377952756
200,Rafsanjan,IR,2020-02-24 01:42:09,30.41,55.99,52.45,32,32,6.29,scattered clouds,0.0,0.0
201,Nanortalik,GL,2020-02-24 01:42:09,60.14,-45.24,27.36,81,100,5.79,light snow,0.0,0.03700787401574803
202,Zhezkazgan,KZ,2020-02-24 01:39:01,47.8,67.71,5.0,92,90,6.71,overcast clouds,0.0,0.0
203,Mafinga,TZ,2020-02-24 01:42:09,-7.25,35.07,67.73,96,100,1.07,overcast clouds,0.0,0.0
204,Yanam,IN,2020-02-24 01:42:10,16.73,82.22,68.0,94,20,2.24,mist,0.0,0.0
205,Kalghatgi,IN,2020-02-24 01:42:10,15.18,74.97,74.44,53,1,10.56,clear sky,0.0,0.0
206,Tacuarembo,UY,2020-02-24 01:42:10,-31.73,-55.98,60.19,75,0,5.55,clear sky,0.0,0.0
207,Valdivia,CL,2020-02-24 01:42:10,-39.81,-73.25,57.2,87,11,2.24,few clouds,0.0,0.0
208,Bathsheba,BB,2020-02-24 01:42:10,13.22,-59.52,80.6,78,40,14.99,scattered clouds,0.0,0.0
209,Takestan,IR,2020-02-24 01:42:11,36.07,49.7,41.0,75,100,4.7,overcast clouds,0.0,0.0
210,Kaoma,ZM,2020-02-24 01:42:11,-14.78,24.8,65.62,98,100,4.05,light rain,0.10354330708661418,0.0
211,Margate,GB,2020-02-24 01:41:36,51.38,1.39,46.4,81,100,9.17,light rain,0.0,0.0
212,Saquena,PE,2020-02-24 01:42:11,-4.67,-73.52,73.51,95,100,0.96,overcast clouds,0.0,0.0
213,Tanout,NE,2020-02-24 01:42:12,14.97,8.89,64.71,18,0,16.35,clear sky,0.0,0.0
214,Andilamena,MG,2020-02-24 01:42:12,-17.02,48.58,66.74,99,90,3.76,overcast clouds,0.0,0.0
215,Canto Do Buriti,BR,2020-02-24 01:42:12,-8.11,-42.94,73.04,94,60,1.3,broken clouds,0.0,0.0
216,Weligama,LK,2020-02-24 01:42:12,5.97,80.42,80.08,67,100,6.6,overcast clouds,0.0,0.0
217,Lima,PE,2020-02-24 01:41:30,-12.04,-77.03,77.0,78,35,11.41,scattered clouds,0.0,0.0
218,Beloha,MG,2020-02-24 01:42:13,-25.17,45.05,74.25,90,61,3.78,broken clouds,0.0,0.0
219,Normandin,CA,2020-02-24 01:42:13,48.83,-72.53,28.0,73,20,3.36,few clouds,0.0,0.0
220,Gao,ML,2020-02-24 01:42:13,16.64,1.64,72.93,15,0,19.1,clear sky,0.0,0.0
221,Nieuw Amsterdam,SR,2020-02-24 01:42:13,5.88,-55.08,78.01,94,20,3.36,few clouds,0.0,0.0
222,Miracema Do Tocantins,BR,2020-02-24 01:42:13,-9.56,-48.4,75.29,91,98,0.85,overcast clouds,0.0,0.0
223,Biltine,TD,2020-02-24 01:42:14,14.53,20.92,61.23,27,0,10.78,clear sky,0.0,0.0
224,Kautokeino,NO,2020-02-24 01:42:14,69.01,23.04,25.32,87,100,11.79,overcast clouds,0.0,0.0
225,Salinas,US,2020-02-24 01:42:14,36.68,-121.66,59.0,67,1,9.17,clear sky,0.0,0.0
226,Jumilla,ES,2020-02-24 01:42:14,38.48,-1.32,48.0,81,0,6.93,clear sky,0.0,0.0
227,Anloga,GH,2020-02-24 01:42:15,5.79,0.9,84.2,89,40,10.29,scattered clouds,0.0,0.0
228,Tabou,CI,2020-02-24 01:42:15,4.42,-7.35,78.3,94,100,3.51,overcast clouds,0.0,0.0
229,Adrar,MR,2020-02-24 01:42:15,20.5,-10.07,80.35,10,100,11.56,overcast clouds,0.0,0.0
